Id,Probability
1,0.09349315068493151
2,0.08440366972477065
3,0.004932942808694312
4,0.10916179337231968
5,0.09349315068493151
6,0.04194260485651214
7,0.06206415620641562
8,0.056220095693779906
9,0.0025252525252525255
10,0.5637795275590551
11,0.011076452988732574
12,0.011076452988732574
13,0.010806317539484621
14,0.04550499445061043
15,0.026151930261519303
16,0.029684601113172542
17,0.026151930261519303
18,0.011076452988732574
19,0.27474972191323693
20,0.06206415620641562
21,0.011076452988732574
22,0.004932942808694312
23,0.004851425106124924
24,0.5166270783847982
25,0.055776892430278883
26,0.011076452988732574
27,0.09349315068493151
28,0.008495343898055873
29,0.04291044776119403
30,0.013345820650901428
31,0.06206415620641562
32,0.011076452988732574
33,0.013345820650901428
34,0.09349315068493151
35,0.3443223443223443
36,0.06694915254237288
37,0.04550499445061043
38,0.011076452988732574
39,0.011076452988732574
40,0.04856512141280353
41,0.12179487179487179
42,0.26218097447795824
43,0.12179487179487179
44,0.004932942808694312
45,0.05958549222797927
46,0.0025252525252525255
47,0.0025252525252525255
48,0.016624040920716114
49,0.013345820650901428
50,0.026151930261519303
51,0.013345820650901428
52,0.008495343898055873
53,0.011076452988732574
54,0.03767123287671233
55,0.03558718861209965
56,0.089728453364817
57,0.004851425106124924
58,0.12379642365887207
59,0.089728453364817
60,0.06677265500794913
61,0.017857142857142856
62,0.004418262150220913
63,0.029684601113172542
64,0.004851425106124924
65,0.011076452988732574
66,0.019543973941368076
67,0.004418262150220913
68,0.14983164983164984
69,0.004932942808694312
70,0.5637795275590551
71,0.005499541704857928
72,0.09349315068493151
73,0.015855039637599093
74,0.1852409638554217
75,0.011076452988732574
76,0.02973977695167286
77,0.06694915254237288
78,0.037037037037037035
79,0.03202328966521106
80,0.011076452988732574
81,0.011076452988732574
82,0.004418262150220913
83,0.029684601113172542
84,0.004932942808694312
85,0.02122347066167291
86,0.011076452988732574
87,0.06074074074074074
88,0.011076452988732574
89,0.030612244897959183
90,0.01497566454511419
91,0.009940357852882704
92,0.02376599634369287
93,0.004418262150220913
94,0.015855039637599093
95,0.004932942808694312
96,0.04856512141280353
97,0.016624040920716114
98,0.12179487179487179
99,0.011076452988732574
100,0.01497566454511419
101,0.06206415620641562
102,0.06206415620641562
103,0.008495343898055873
104,0.04291044776119403
105,0.04076086956521739
106,0.01497566454511419
107,0.3993212669683258
108,0.03505417463352454
109,0.004932942808694312
110,0.037037037037037035
111,0.02376599634369287
112,0.037037037037037035
113,0.011076452988732574
114,0.5166270783847982
115,0.09349315068493151
116,0.010806317539484621
117,0.0025252525252525255
118,0.09349315068493151
119,0.011076452988732574
120,0.004932942808694312
121,0.004932942808694312
122,0.04856512141280353
123,0.011076452988732574
124,0.6673267326732674
125,0.011076452988732574
126,0.010806317539484621
127,0.004851425106124924
128,0.011076452988732574
129,0.0025252525252525255
130,0.06694915254237288
131,0.056220095693779906
132,0.07153502235469449
133,0.004851425106124924
134,0.09536784741144415
135,0.17535545023696683
136,0.004932942808694312
137,0.13636363636363635
138,0.04856512141280353
139,0.004932942808694312
140,0.011076452988732574
141,0.004932942808694312
142,0.008495343898055873
143,0.0025252525252525255
144,0.011076452988732574
145,0.27427597955706984
146,0.01497566454511419
147,0.004851425106124924
148,0.09536784741144415
149,0.004851425106124924
150,0.016624040920716114
151,0.004851425106124924
152,0.004418262150220913
153,0.008495343898055873
154,0.01823092505064146
155,0.013345820650901428
156,0.013345820650901428
157,0.055776892430278883
158,0.008495343898055873
159,0.08766233766233766
160,0.011076452988732574
161,0.004851425106124924
162,0.004418262150220913
163,0.005499541704857928
164,0.06206415620641562
165,0.011076452988732574
166,0.005499541704857928
167,0.6673267326732674
168,0.005499541704857928
169,0.3443223443223443
170,0.011076452988732574
171,0.004932942808694312
172,0.008495343898055873
173,0.013345820650901428
174,0.04291044776119403
175,0.011076452988732574
176,0.1852409638554217
177,0.011076452988732574
178,0.09876543209876543
179,0.004932942808694312
180,0.01092896174863388
181,0.056220095693779906
182,0.011076452988732574
183,0.015855039637599093
184,0.016624040920716114
185,0.13878326996197718
186,0.0025252525252525255
187,0.011076452988732574
188,0.04533091568449683
189,0.03767123287671233
190,0.013345820650901428
191,0.011076452988732574
192,0.028014616321559074
193,0.02376599634369287
194,0.0562015503875969
195,0.011076452988732574
196,0.02122347066167291
197,0.005499541704857928
198,0.010806317539484621
199,0.011076452988732574
200,0.008495343898055873
201,0.04576271186440678
202,0.03505417463352454
203,0.3443223443223443
204,0.06601123595505617
205,0.01823092505064146
206,0.0025252525252525255
207,0.013345820650901428
208,0.008495343898055873
209,0.08492569002123142
210,0.0025252525252525255
211,0.14983164983164984
212,0.015855039637599093
213,0.011076452988732574
214,0.004851425106124924
215,0.005499541704857928
216,0.03767123287671233
217,0.004932942808694312
218,0.12379642365887207
219,0.006211180124223602
220,0.004851425106124924
221,0.013345820650901428
222,0.010806317539484621
223,0.011076452988732574
224,0.011076452988732574
225,0.010806317539484621
226,0.09349315068493151
227,0.013345820650901428
228,0.05010893246187364
229,0.12179487179487179
230,0.3993212669683258
231,0.26218097447795824
232,0.004932942808694312
233,0.006211180124223602
234,0.016624040920716114
235,0.0025252525252525255
236,0.28433268858800775
237,0.04194260485651214
238,0.0025252525252525255
239,0.01497566454511419
240,0.011076452988732574
241,0.03767123287671233
242,0.004851425106124924
243,0.004932942808694312
244,0.016624040920716114
245,0.09349315068493151
246,0.019543973941368076
247,0.06694915254237288
248,0.008495343898055873
249,0.013345820650901428
250,0.27427597955706984
251,0.023255813953488372
252,0.27474972191323693
253,0.011076452988732574
254,0.09945750452079566
255,0.0025252525252525255
256,0.011076452988732574
257,0.009940357852882704
258,0.1852409638554217
259,0.04856512141280353
260,0.09349315068493151
261,0.013345820650901428
262,0.015855039637599093
263,0.004851425106124924
264,0.06074074074074074
265,0.09349315068493151
266,0.011076452988732574
267,0.06677265500794913
268,0.06694915254237288
269,0.27474972191323693
270,0.004851425106124924
271,0.026151930261519303
272,0.02122347066167291
273,0.008495343898055873
274,0.010806317539484621
275,0.004932942808694312
276,0.015855039637599093
277,0.017857142857142856
278,0.011076452988732574
279,0.04576271186440678
280,0.015855039637599093
281,0.5428134556574924
282,0.03435114503816794
283,0.06694915254237288
284,0.0025252525252525255
285,0.008495343898055873
286,0.011076452988732574
287,0.011076452988732574
288,0.04856512141280353
289,0.0562015503875969
290,0.09349315068493151
291,0.29411764705882354
292,0.004851425106124924
293,0.015855039637599093
294,0.004418262150220913
295,0.004851425106124924
296,0.015855039637599093
297,0.004932942808694312
298,0.03505417463352454
299,0.008495343898055873
300,0.004851425106124924
301,0.08651911468812877
302,0.004932942808694312
303,0.004932942808694312
304,0.004932942808694312
305,0.3993212669683258
306,0.056220095693779906
307,0.0025252525252525255
308,0.5637795275590551
309,0.26218097447795824
310,0.011076452988732574
311,0.5428134556574924
312,0.013345820650901428
313,0.26218097447795824
314,0.04938271604938271
315,0.06074074074074074
316,0.03767123287671233
